text,rating,author,date
The product was significantly better than the one Karcher sells through  CostCo.,5,Search,2 years ago
"Excellent, I bought vacuum cleaner with wet/dry functions - it’s amazing!",5,bob marlin,2 years ago
"Very easy website to navigate through,  purchase was easy and fast.",5,Meerbott,2 years ago
Ease of ordering and use of website. Good diacount.,5,Alking,2 years ago
Shopping at Karcher's online store was a breeze. From finding and comparing product details to checkout all went well and the site was easy to navigate. Ordered at midnight and my package shipped next day. Received in a few days. Great!!,5,Chris,2 years ago
"Very quick shipping!  Ordered Wednesday, arrived Saturday.  Can't ask for much better than that!",5,rdavid831,2 years ago
Quik and easy transaction. Received my order as scheduled.,5,Booski,2 years ago
I enjoyed dealing with Karcher's website.It was easy to get what I was looking for.,4,bigfella,2 years ago
Excellent product!  Great suction and works fantastic on dog hair.  Very impressed,5,Nate2022,2 years ago
"The shopping experience was excellent wish I could remember the person who assisted me , but can not.  The one thing I would like to know is if the product shipped today as was scheduled.  If possible please notify me.  Thank you",5,Roger,2 years ago
I was able to place my order here very easily and received my item as stated. Also found it cheaper on the actual website than what the others have it!,5,Wolfepack,2 years ago
"Finding what I wanted seemed straight forward.  I identified the wand I need is for a K2 model.  However, I received one for K3-K4 models.  Will it work?",3,Allen,2 years ago
The Karcher site was simple to find my needed product and checkout was fast.,5,MOJO,2 years ago
Great. Order came on time. Easy to order on the web would recommend. Love Karcher products,5,Great,2 years ago
"I am missing the charger in my order, so I can’t even use the item yet,",2,Maren123,2 years ago
Received earlier than expected. Very pleased with item.,5,Feelyfoo,2 years ago
"I have purchased a few hard floor cleaning machines over the past few years and I can always rely on Karcher for a good experience. They keep you informed of your purchase from order to delivery. I always buy the floor cleaning solutions from Karcher as they do a marvelous job on my tile floors, and they leave a fresh clean smell. They also back up all their products and if any returns are needed they are wonderful to work with.",5,Buster,2 years ago
Easy to work with.......................................................,5,Bemers,2 years ago
good experience.a1a1a1a1a1a11aa1a1a1a11a1a1a1a1a1a1,5,none,2 years ago
My order got here on time. Thank you very much love my karcher vacuum cleaner,5,HD wheeler,2 years ago
Frequent purchaser.   Always goes well and products arrive timely.,5,Billie,2 years ago
Your web page was very easy to navigate and use and provided all the info I needed to decide on the the machine I was interested in.,5,waasherdog,2 years ago
Product selection was simple- looking for replacement gun and wand.,5,PeteLA,2 years ago
Shopping at Karcher is at ease product arrive very fast everything is on the box.Thank You,5,Juniou,2 years ago
Easy to order and at a great price. Received an email that there would be a delay in shipping and that I would be contacted by UPS when shipped. No notification was ever sent. Unit works as expected.,4,MK22,2 years ago
Ordered garden hose connector for pressure cleaner. Item came within a week and works perfectly. Thank you.,5,diane123,2 years ago
"The website said ships in two to three days. It doesn't say it uses a shipper that takes a week or more to then deliver. in addition, even though Easter is not a federal holiday, the order acknowledgement said that Karcher needed longer to fulfill the order because of one... More transparency is required -- how about providing more detailed information about delivery times and updating it regularly to inform customers about prospective delays BEFORE they place their order?",1,Goof,2 years ago
Quality product very pleased  use for construction  quite,4,Tony,2 years ago
"The purchase process went well.  On 4-19, three days  after i made my purchase i recieved am email informing me that the shipping of my purchase has been delayed.  As of this writing , 4-25 , i have had no updates regarding the shipment of my purchase. Not great customer service.",2,sawdust fairy,2 years ago
This sweeper was easy to assemble and works just as I hoped it would.,5,Tom 21,2 years ago
"Delayed shipping, still have not received product. No updates",2,Stuart,2 years ago
Still waiting for the pressure washer.  Was notified it was shipped.,3,Me x,2 years ago
I enjoyed shopping here and received my order in time,5,Mr cleanup,2 years ago
"Learning about the various devices and options was easy on the site, as well as purchasing.",5,kbudde,2 years ago
Easy to order online. No problems. More difficult to post a review.,5,MikeL,2 years ago
Karcher's customer service is top notch! I will continue to shop this way.,5,Fred,2 years ago
My order was filled and shipped quickly and completely.,5,Rowboat,2 years ago
"No have yet to receive either orders...way to premature to ask for a ""thumbs up""",1,Rando21,2 years ago
My order came quite fast.  I'm satisfied with my purchase,5,Ruger,2 years ago
Enjoyed shopping here and am awaiting the arrival of my new power washer.,5,lorb,2 years ago
Karcher’s website was easy to use and shipping was on time and trackable while in transit.   Excellent experience overall,5,Artdefect,2 years ago
Shopping was easy and received in record time. Loved the no shipping charge,5,Crspy,2 years ago
Website is easy to navigate and find what you are looking for.  My order was delivered promptly and shipment tracking information was great.,5,Yoshi,2 years ago
iOS phone based system wouldn’t allow me to purchase. There was an error on the checkout page with entering zip code and then continuing to payment. I had to wait till next day when home and purchase via laptop- that went smoothly!,3,NthDegreen,2 years ago
Great place to shop cleaning stuff from pro to amateur,5,Chris,2 years ago
I’m very impressed! It’s work perfect! Thank you so much!,5,Emma_leopold,2 years ago
"Website easy to navigate, fair prices and great service",5,Chaz7,2 years ago
